"","site_network_id","site","site_name","variable","date_started","date_ended","site_type","latitude","longitude","data_table","database_name"
"49",74876,"wil1","Bradford-on-Avon, Masons Lane","pm10",2014-06-01,NA,"roadside",51.348788,-2.252262,"measurement","aqengland"
"50",74879,"wil1","Bradford-on-Avon, Masons Lane","no2",2014-06-01,NA,"roadside",51.348788,-2.252262,"measurement","aqengland"
"52",74471,"brd5","Bradford Manchester Road","no2",2009-01-01,NA,"roadside",53.771,-1.758236,"measurement","aqengland"
"54",74474,"brd6","Bradford Shipley Airedale Road","no2",2009-01-01,NA,"roadside",53.795179,-1.742422,"measurement","aqengland"
"56",74538,"bh3","Brighton and Hove - Foredown Tower","o3",2010-01-01,2010-03-12,"urban_background",50.850749,-0.213026,"measurement","aqengland"
"57",74537,"bh2","Brighton and Hove - Hove Town Hall","o3",2010-01-01,2010-03-12,"roadside",50.827778,-0.153611,"measurement","aqengland"
"58",73424,"brm1","Bromsgrove Lickey End","no2",2003-03-26,NA,"roadside",52.35568,-2.043912,"measurement","aqengland"
"60",73627,"brox","Broxtowe","no2",2004-03-24,2004-03-24,NA,52.947161,-1.277622,"measurement","aqengland"
"63",73237,"bur2","Bury Prestwich","pm10",2002-09-18,NA,"roadside",53.524915,-2.277565,"measurement","aqengland"
"64",73235,"bur2","Bury Prestwich","no2",2002-09-18,NA,"roadside",53.524915,-2.277565,"measurement","aqengland"
"65",73203,"bur1","Bury Radcliffe","no2",2002-09-01,NA,"roadside",53.563481,-2.330732,"measurement","aqengland"
"67",73205,"bur1","Bury Radcliffe","pm10",2002-09-01,NA,"roadside",53.563481,-2.330732,"measurement","aqengland"
"69",73510,"cald","Calderdale Romon 2","no2",2004-01-01,NA,"roadside",53.707001,-1.856269,"measurement","aqengland"
"70",74480,"cal1","Calderdale Romon 4","no2",2009-01-01,NA,"roadside",53.70872,-1.908007,"measurement","aqengland"
"73",74985,"wil8","Calne London Road","no2",2016-01-06,NA,"roadside",51.43534,-2.00255,"measurement","aqengland"
"74",74882,"wil2","Calne, New Road","no2",2014-06-01,2015-06-06,"kerbside",51.435476,-2.00307,"measurement","aqengland"
"76",74974,"wil5","Calne, New Road 2","pm10",2015-01-14,NA,"roadside",51.436345,-2.004275,"measurement","aqengland"
"77",74976,"wil5","Calne, New Road 2","pm25",2015-01-14,NA,"roadside",51.436345,-2.004275,"measurement","aqengland"
"78",74826,"new2","Cam Road","no2",2000-10-06,NA,NA,51.537598,-0.002138,"measurement","aqengland"
"79",74823,"new2","Cam Road","co",2000-10-06,2015-12-07,NA,51.537598,-0.002138,"measurement","aqengland"
"80",74828,"new2","Cam Road","o3",2000-10-06,NA,NA,51.537598,-0.002138,"measurement","aqengland"
"82",74829,"new2","Cam Road","pm10",2000-10-06,2011-05-25,NA,51.537598,-0.002138,"measurement","aqengland"
"83",72426,"cam3","Cambridge Gonville Place","no2",1998-08-25,NA,"roadside",52.199575,0.12774,"measurement","aqengland"
"84",72428,"cam3","Cambridge Gonville Place","pm10",1998-08-25,NA,"roadside",52.199575,0.12774,"measurement","aqengland"
"86",74670,"cam3","Cambridge Gonville Place","pm25",2011-11-14,NA,"roadside",52.199575,0.12774,"measurement","aqengland"
"87",74292,"cam5","Cambridge Montague Road","no2",2007-04-18,NA,NA,52.21393,0.138083,"measurement","aqengland"
"89",74294,"cam5","Cambridge Montague Road","pm10",2007-04-18,NA,NA,52.21393,0.138083,"measurement","aqengland"
"91",73183,"cam4","Cambridge Newmarket Road","pm25",2008-03-04,NA,"roadside",52.20843,0.141521,"measurement","aqengland"
"92",74667,"cam4","Cambridge Newmarket Road","pm10",2002-05-09,2008-03-04,"roadside",52.20843,0.141521,"measurement","aqengland"
"93",73179,"cam4","Cambridge Newmarket Road","no2",2002-05-09,NA,"roadside",52.20843,0.141521,"measurement","aqengland"
"95",72419,"cam1","Cambridge Parker Street","no2",1998-08-25,NA,"roadside",52.204133,0.127483,"measurement","aqengland"
"96",72421,"cam1","Cambridge Parker Street","pm10",1998-08-25,NA,"roadside",52.204133,0.127483,"measurement","aqengland"
"97",68871,"cd3","Camden Shaftesbury Avenue","no2",2000-04-20,2014-08-07,"roadside",51.514693,-0.125879,"measurement","aqengland"
"99",68873,"cd3","Camden Shaftesbury Avenue","pm10",2000-04-20,NA,"roadside",51.514693,-0.125879,"measurement","aqengland"
"102",68876,"ca4","Camden Tottenham Court Road","no2",2007-05-09,2010-08-25,NA,51.519104,-0.132353,"measurement","aqengland"
"103",70450,"can2","Canterbury PM10","pm10",2007-10-01,NA,"roadside",51.273611,1.098611,"measurement","aqengland"
"106",74934,"crl2","Carlisle Stanwix Bank","no2",2015-01-01,NA,"roadside",54.90455,-2.937022,"measurement","aqengland"
"107",74477,"char","Charnwood Baxter Gate","no2",2009-01-01,NA,"kerbside",52.771647,-1.204128,"measurement","aqengland"
"110",74036,"cham","Chesham","no2",2006-03-07,2010-04-20,NA,51.714064,-0.608156,"measurement","aqengland"
"111",74540,"ci1","Chichester - A27 Chichester Bypass","no2",2010-01-01,2010-03-12,"roadside",51.725885,-0.756362,"measurement","aqengland"
"113",73922,"ar1","Chichester - Lodsworth","o3",2006-01-01,2010-03-12,"rural",51.89909,-0.656323,"measurement","aqengland"
"114",74543,"ci4","Chichester - Orchard Street","no2",2010-01-01,2010-03-12,"roadside",51.738662,-0.754643,"measurement","aqengland"
"116",73288,"darl","Darlington St Cuthbert's Way","no2",2009-01-01,NA,"kerbside",54.525475,-1.550733,"measurement","aqengland"
"119",74887,"wil3","Devizes, Sidmouth Street","no2",2014-01-01,NA,"roadside",51.352198,-1.990416,"measurement","aqengland"
"120",74884,"wil3","Devizes, Sidmouth Street","pm10",2014-01-01,NA,"roadside",51.352198,-1.990416,"measurement","aqengland"
"121",74468,"dchr","Doncaster Carr House Road","pm10",2009-01-01,NA,"roadside",53.515519,-1.124773,"measurement","aqengland"
"122",74466,"dchr","Doncaster Carr House Road","no2",2009-01-01,NA,"roadside",53.515519,-1.124773,"measurement","aqengland"
"125",74390,"don1","Doncaster Warmsworth Grosvenor Ter","no2",2008-01-01,NA,"roadside",53.500278,-1.171298,"measurement","aqengland"
"127",74763,"dur2","Durham Crossgate","no2",2012-09-28,2013-12-31,"roadside",54.774859,-1.584241,"measurement","aqengland"
"128",74640,"dur1","Durham Gilesgate","no2",2011-05-15,2012-07-27,"kerbside",54.778873,-1.557908,"measurement","aqengland"
"130",74856,"dur3","Durham New Elvet","no2",2014-01-08,2015-12-31,"roadside",54.773441,-1.571089,"measurement","aqengland"
"132",74991,"em1","East Midlands Airport","pm10",2015-01-01,NA,"airport",52.833277,-1.345222,"measurement","aqengland"
"133",74989,"em1","East Midlands Airport","no2",2015-01-01,NA,"airport",52.833277,-1.345222,"measurement","aqengland"
"135",73945,"eb1","Eastbourne - Devonshire Park","o3",2006-01-01,2010-03-12,"urban_background",50.860948,0.29049,"measurement","aqengland"
"136",73943,"eb1","Eastbourne - Devonshire Park","no2",2006-01-01,2010-03-12,"urban_background",50.860948,0.29049,"measurement","aqengland"
"139",74931,"ewe2","Ewell High Street","no2",2015-01-01,NA,"roadside",51.349927,-0.249748,"measurement","aqengland"
"141",74732,"far2","Fareham Portland Street","no2",2012-04-20,NA,"roadside",50.850875,-1.17806,"measurement","aqengland"
"143",74200,"flx","Felixstowe Dooley","no2",2006-12-13,2011-01-13,NA,NA,NA,"measurement","aqengland"
"144",74917,"ga1","Gateshead A1 Dunston","no2",2015-01-01,NA,"roadside",54.951529,-1.649945,"measurement","aqengland"
"145",74919,"ga1","Gateshead A1 Dunston","pm25",2015-01-01,NA,"roadside",54.951529,-1.649945,"measurement","aqengland"
"148",74921,"ga2","Gateshead Bottle Bank","no2",2015-01-01,NA,"roadside",54.965944,-1.604438,"measurement","aqengland"
"150",74949,"ga4","Gateshead Clara Vale","pm10",2015-04-29,2015-07-22,"urban_background",54.979425,-1.791531,"measurement","aqengland"
"151",74946,"ga4","Gateshead Clara Vale","no2",2015-04-29,2015-07-22,"urban_background",54.979425,-1.791531,"measurement","aqengland"
"154",74926,"ga3","Gateshead Lychgate Court","pm25",2015-01-01,NA,"roadside",54.962008,-1.597121,"measurement","aqengland"
"158",74924,"ga3","Gateshead Lychgate Court","no2",2015-01-01,NA,"roadside",54.962008,-1.597121,"measurement","aqengland"
"160",70225,"lgw3","Gatwick LGW3","pm10",1997-12-18,NA,"airport",51.151495,-0.161058,"measurement","aqengland"
"161",70220,"lgw3","Gatwick LGW3","co",1996-10-15,2012-06-18,"airport",51.151495,-0.161058,"measurement","aqengland"
"162",70223,"lgw3","Gatwick LGW3","no2",1996-10-15,NA,"airport",51.151495,-0.161058,"measurement","aqengland"
"164",74671,"girt","Girton Road","pm25",2011-12-13,NA,"roadside",52.225556,0.087222,"measurement","aqengland"
"165",74676,"girt","Girton Road","pm10",2011-12-13,NA,"roadside",52.225556,0.087222,"measurement","aqengland"
"166",74674,"girt","Girton Road","no2",2011-12-13,NA,"roadside",52.225556,0.087222,"measurement","aqengland"
"167",74723,"far1","Gosport Road","no2",2012-04-01,NA,"roadside",50.844177,-1.183323,"measurement","aqengland"
"169",73171,"glf2","Guildford Gyratory","no2",2002-05-01,2010-12-31,NA,51.23572,-0.577885,"measurement","aqengland"
"171",73173,"glf2","Guildford Gyratory","pm10",2002-05-01,2010-12-31,NA,51.23572,-0.577885,"measurement","aqengland"
"172",74548,"ht1","Hastings - Bulverhythe","pm10",2010-01-01,2010-03-12,"roadside",50.850176,0.523798,"measurement","aqengland"
"173",74546,"ht1","Hastings - Bulverhythe","no2",2010-01-01,2010-03-12,"roadside",50.850176,0.523798,"measurement","aqengland"
"175",74553,"ht2","Hastings - Fresh Fields","pm10",2010-01-01,2010-03-12,"roadside",50.850348,0.515318,"measurement","aqengland"
"176",74551,"ht2","Hastings - Fresh Fields","no2",2010-01-01,2010-03-12,"roadside",50.850348,0.515318,"measurement","aqengland"
"179",70319,"t55","Heathrow Green Gates","pm25",2002-04-19,NA,"airport",51.481478,-0.486675,"measurement","aqengland"
"180",70317,"t55","Heathrow Green Gates","pm10",2001-05-04,NA,"airport",51.481478,-0.486675,"measurement","aqengland"
"181",70315,"t55","Heathrow Green Gates","no2",2001-07-01,NA,"airport",51.481478,-0.486675,"measurement","aqengland"
"182",70323,"lhr2","Heathrow LHR2","no2",1993-01-01,NA,"airport",51.479167,-0.440556,"measurement","aqengland"
"184",70328,"lhr2","Heathrow LHR2","pm25",2009-12-09,NA,"airport",51.479167,-0.440556,"measurement","aqengland"
"185",70326,"lhr2","Heathrow LHR2","pm10",1994-11-16,NA,"airport",51.479167,-0.440556,"measurement","aqengland"
"186",70337,"t54","Heathrow Oaks Road","pm10",2001-05-04,NA,"airport",51.459444,-0.479444,"measurement","aqengland"
"187",70334,"t54","Heathrow Oaks Road","no2",2001-07-01,NA,"airport",51.459444,-0.479444,"measurement","aqengland"
"189",70339,"t54","Heathrow Oaks Road","pm25",2002-04-19,NA,"airport",51.459444,-0.479444,"measurement","aqengland"
"190",74737,"hen","Henley","no2",2006-12-01,NA,"roadside",51.536552,-0.903958,"measurement","aqengland"
"193",74646,"hi1","Hillingdon 1 - South Ruislip","pm10",1999-09-21,NA,"roadside",51.55226,-0.40278,"measurement","aqengland"
"194",74644,"hi1","Hillingdon 1 - South Ruislip","no2",1999-09-21,NA,"roadside",51.55226,-0.40278,"measurement","aqengland"
"195",74651,"hi2","Hillingdon 2 - Hillingdon Hospital","pm10",2002-09-25,2011-09-30,"roadside",51.52611,-0.45913,"measurement","aqengland"
"196",74649,"hi2","Hillingdon 2 - Hillingdon Hospital","no2",2002-09-25,2011-09-30,"roadside",51.52611,-0.45913,"measurement","aqengland"
"199",73940,"ho2","Horsham - Park Way","pm10",2006-01-01,2010-03-12,"roadside",51.062056,-0.323263,"measurement","aqengland"
"200",73938,"ho2","Horsham - Park Way","no2",2006-01-01,2010-03-12,"roadside",51.062056,-0.323263,"measurement","aqengland"
"202",74758,"hs5","Hounslow Brentford","pm10",2003-06-02,NA,"roadside",51.489398,-0.310081,"measurement","aqengland"
"203",74695,"hs5","Hounslow Brentford","no2",2003-08-01,NA,"roadside",51.489398,-0.310081,"measurement","aqengland"
"204",74785,"hs5","Hounslow Brentford","co",2003-08-29,2007-07-10,NA,51.489398,-0.310081,"measurement","aqengland"
"205",74757,"hs4","Hounslow Chiswick","pm10",1999-08-26,NA,"roadside",51.492507,-0.257252,"measurement","aqengland"
"207",74689,"hs4","Hounslow Chiswick","no2",1999-09-23,NA,"roadside",51.492507,-0.257252,"measurement","aqengland"
"208",74682,"hs2","Hounslow Cranford","no2",1999-01-02,NA,"roadside",51.482982,-0.411895,"measurement","aqengland"
"209",74685,"hs2","Hounslow Cranford","o3",2000-06-03,NA,"roadside",51.482982,-0.411895,"measurement","aqengland"
"211",74756,"hs2","Hounslow Cranford","pm10",1999-01-02,NA,"roadside",51.482982,-0.411895,"measurement","aqengland"
"213",74715,"hs9","Hounslow Feltham","pm10",2009-08-19,NA,"roadside",51.447388,-0.408733,"measurement","aqengland"
"214",74713,"hs9","Hounslow Feltham","no2",2009-08-19,NA,"roadside",51.447388,-0.408733,"measurement","aqengland"
"215",74719,"hs8","Hounslow Gunnersbury","no2",2012-02-09,NA,"roadside",51.500676,-0.284383,"measurement","aqengland"
"217",74721,"hs8","Hounslow Gunnersbury","pm10",2012-02-09,NA,"roadside",51.500676,-0.284383,"measurement","aqengland"
"219",74709,"hs7","Hounslow Hatton Cross","pm10",2006-01-01,NA,"urban_background",51.463402,-0.427525,"measurement","aqengland"
"220",74707,"hs7","Hounslow Hatton Cross","no2",2006-01-01,NA,"urban_background",51.463402,-0.427525,"measurement","aqengland"
"222",74703,"hs6","Hounslow Heston","pm10",2006-04-13,NA,"roadside",51.479129,-0.36476,"measurement","aqengland"
"223",74701,"hs6","Hounslow Heston","no2",2006-04-13,NA,"roadside",51.479129,-0.36476,"measurement","aqengland"
"224",74793,"hs1","Hounslow Roadside","o3",1994-03-29,2002-12-31,NA,51.48965,-0.308975,"measurement","aqengland"
"225",74791,"hs1","Hounslow Roadside","no2",1993-09-01,2002-12-31,NA,51.48965,-0.308975,"measurement","aqengland"
"227",74789,"hs1","Hounslow Roadside","co",1994-01-01,2002-12-31,NA,51.48965,-0.308975,"measurement","aqengland"
"229",74166,"ips3","Ipswich Chevallier Street","no2",2006-09-13,NA,NA,52.064672,1.138969,"measurement","aqengland"
"230",74602,"ips5","Ipswich Cliff Lane","no2",2010-11-16,2011-12-06,"roadside",52.035553,1.170683,"measurement","aqengland"
"232",73438,"ips","Ipswich Piper's Court","no2",2003-06-27,2012-05-31,NA,52.050542,1.152239,"measurement","aqengland"
"235",74505,"ips4","Ipswich Star Lane","no2",2009-03-19,2010-11-16,"roadside",NA,NA,"measurement","aqengland"
"237",72862,"kly3","King's Lynn Leziate","pm10",2000-09-01,2010-08-07,NA,NA,NA,"measurement","aqengland"
"239",74435,"kly8","King's Lynn Southgates","pm10",2008-06-12,NA,NA,52.745635,0.403591,"measurement","aqengland"
"240",74433,"kly8","King's Lynn Southgates","no2",2008-06-12,2011-04-12,NA,52.745635,0.403591,"measurement","aqengland"
"241",73917,"ls2","Lewes - Commercial Square","no2",2006-01-01,2010-03-12,"roadside",50.873954,0.011516,"measurement","aqengland"
"245",73919,"ls2","Lewes - Commercial Square","pm10",2006-01-01,2010-03-12,"roadside",50.873954,0.011516,"measurement","aqengland"
"246",74530,"litp","Littleport","pm10",2009-09-02,2010-02-01,"suburban",NA,NA,"measurement","aqengland"
"247",70664,"liv2","Liverpool Islington","o3",2006-07-31,2013-01-15,NA,53.410839,-2.973307,"measurement","aqengland"
"248",70662,"liv2","Liverpool Islington","no2",1999-09-19,2013-08-31,NA,53.410839,-2.973307,"measurement","aqengland"
"249",70665,"liv2","Liverpool Islington","pm10",1999-09-19,2013-01-15,NA,53.410839,-2.973307,"measurement","aqengland"
"251",70689,"lv8","Liverpool Old Haymarket Roadside","no2",2008-06-17,2012-07-10,"roadside",53.409167,-2.982222,"measurement","aqengland"
"253",70699,"lv5","Liverpool Queens Drive","pm10",2008-05-20,2013-05-14,"roadside",53.446944,-2.9625,"measurement","aqengland"
"254",74734,"bn2","London Barnet Chalgrove School","no2",2000-08-14,NA,"roadside",51.591901,-0.205992,"measurement","aqengland"
"255",74729,"bn2","London Barnet Chalgrove School","pm10",2000-08-09,NA,"urban_background",51.591901,-0.205992,"measurement","aqengland"
"257",74805,"hg4","London Haringey Priory Park South","pm10",2012-10-25,2013-04-29,NA,51.584128,-0.125254,"measurement","aqengland"
"258",70417,"hil1","London Hillingdon Harmondsworth","pm10",2007-07-01,NA,NA,51.487989,-0.480984,"measurement","aqengland"
"259",70415,"hil1","London Hillingdon Harmondsworth","no2",2007-07-01,NA,NA,51.487989,-0.480984,"measurement","aqengland"
"261",70420,"hil4","London Hillingdon Harmondsworth Os","pm10",2007-07-01,NA,NA,51.487534,-0.479451,"measurement","aqengland"
"262",70422,"hil4","London Hillingdon Harmondsworth Os","pm25",2007-07-01,NA,NA,51.487534,-0.479451,"measurement","aqengland"
"263",70343,"hil5","London Hillingdon Hayes","pm10",2008-04-21,NA,"roadside",51.498167,-0.412333,"measurement","aqengland"
"264",70341,"hil5","London Hillingdon Hayes","no2",2008-04-21,NA,"roadside",51.498167,-0.412333,"measurement","aqengland"
"266",74654,"hi3","London Hillingdon Oxford Avenue","no2",2005-03-07,NA,"urban_centre",51.48113,-0.42376,"measurement","aqengland"
"268",74656,"hi3","London Hillingdon Oxford Avenue","pm10",2005-03-07,NA,"urban_centre",51.48113,-0.42376,"measurement","aqengland"
"270",74414,"mw1","Maidenhead Roadside","no2",2008-01-01,NA,"roadside",51.520365,-0.7225,"measurement","aqengland"
"271",74580,"man1","Manchester Oxford Road","no2",2010-03-08,NA,"kerbside",53.472077,-2.239001,"measurement","aqengland"
"273",74582,"man1","Manchester Oxford Road","pm10",2010-03-08,NA,"kerbside",53.472077,-2.239001,"measurement","aqengland"
"274",74319,"man7","Manchester Piccadilly LA","co",2007-10-01,2012-01-04,"urban_centre",53.48157,-2.23793,"measurement","aqengland"
"275",74320,"man7","Manchester Piccadilly LA","pm10",2009-05-20,NA,"urban_centre",53.48157,-2.23793,"measurement","aqengland"
"276",74981,"wil7","Marlborough London Road","pm25",2016-01-01,NA,"roadside",51.420963,-1.726842,"measurement","aqengland"
"277",74979,"wil7","Marlborough London Road","pm10",2016-01-01,NA,"roadside",51.420963,-1.726842,"measurement","aqengland"
"278",74584,"nf0","New Forest Pitmore Lane","pm10",2010-05-07,2010-11-12,"rural",50.440117,-1.581519,"measurement","aqengland"
"279",74942,"nul1","Newcastle-under-Lyme Queens Gardens","pm10",2015-04-01,NA,"kerbside",53.012375,-2.224184,"measurement","aqengland"
"281",74940,"nul1","Newcastle-under-Lyme Queens Gardens","no2",2015-04-01,NA,"kerbside",53.012375,-2.224184,"measurement","aqengland"
"282",74498,"nca4","Newcastle Pilgrim Street","no2",2009-01-01,NA,"roadside",54.970946,-1.607548,"measurement","aqengland"
"284",70991,"amvl","North Lincs Amvale","pm25",2010-06-01,NA,"urban_industrial",53.567778,-0.622222,"measurement","aqengland"
"285",70989,"amvl","North Lincs Amvale","pm10",2010-06-01,NA,"urban_industrial",53.567778,-0.622222,"measurement","aqengland"
"286",70999,"apb2","North Lincs Appleby Village","pm10",2007-02-07,NA,NA,53.620484,-0.562358,"measurement","aqengland"
"287",71008,"brou","North Lincs Broughton","pm10",2006-03-10,2010-07-23,"urban_background",53.572241,-0.549352,"measurement","aqengland"
"289",71025,"kilh","North Lincs Killingholme","no2",2003-03-01,NA,"urban_industrial",53.629167,-0.264167,"measurement","aqengland"
"290",71027,"kilh","North Lincs Killingholme","pm10",2003-03-01,2003-03-01,"urban_industrial",53.629167,-0.264167,"measurement","aqengland"
"291",71034,"rebn","North Lincs Redbourne","pm10",2010-08-17,NA,"urban_background",53.497012,-1.997847,"measurement","aqengland"
"293",71042,"sant","North Lincs Santon","pm25",2008-05-28,2010-03-10,"urban_industrial",53.595778,-0.597139,"measurement","aqengland"
"294",71038,"sant","North Lincs Santon","no2",2005-10-01,NA,"urban_industrial",53.595778,-0.597139,"measurement","aqengland"
"295",71040,"sant","North Lincs Santon","pm10",2005-10-01,2005-10-01,"urban_industrial",53.595778,-0.597139,"measurement","aqengland"
"296",71050,"dawe","North Lincs Santon Dawes Lane","pm25",2008-11-17,NA,NA,53.59516,-0.602465,"measurement","aqengland"
"297",71048,"dawe","North Lincs Santon Dawes Lane","pm10",2008-11-17,NA,NA,53.59516,-0.602465,"measurement","aqengland"
"301",71057,"sfer","North Lincs South Ferriby","pm10",2008-11-17,NA,NA,53.676004,-0.517324,"measurement","aqengland"
"302",71059,"sfer","North Lincs South Ferriby","pm25",2008-11-17,NA,NA,53.676004,-0.517324,"measurement","aqengland"
"303",71063,"stat","North Lincs Station Road","pm10",2010-08-18,NA,"urban_industrial",53.587711,-0.641369,"measurement","aqengland"
"304",71065,"stat","North Lincs Station Road","pm25",2010-08-18,NA,"urban_industrial",53.587711,-0.641369,"measurement","aqengland"
"305",73967,"cole","North Warwickshire Coleshill","no2",2006-01-01,NA,"roadside",52.481101,-1.707013,"measurement","aqengland"
"311",73969,"cole","North Warwickshire Coleshill","pm10",2006-01-01,NA,"roadside",52.481101,-1.707013,"measurement","aqengland"
"313",74563,"nmb1","Northumberland Blyth Library","pm10",2010-01-01,NA,"roadside",54.409104,-1.976303,"measurement","aqengland"
"314",74561,"nmb1","Northumberland Blyth Library","no2",2010-01-01,NA,"roadside",54.409104,-1.976303,"measurement","aqengland"
"316",74568,"nmb2","Northumberland Cowpen Road","pm10",2010-01-01,NA,"roadside",54.411567,-1.864175,"measurement","aqengland"
"317",74566,"nmb2","Northumberland Cowpen Road","no2",2010-01-01,2010-01-01,"roadside",54.411567,-1.864175,"measurement","aqengland"
"320",74049,"no11","Norwich Castle Meadow","o3",2006-05-10,2011-04-25,NA,52.629367,1.296703,"measurement","aqengland"
"321",74052,"no11","Norwich Castle Meadow","pm25",2006-05-10,2011-04-26,NA,52.629367,1.296703,"measurement","aqengland"
"322",74047,"no11","Norwich Castle Meadow","no2",2006-05-10,2011-04-26,NA,52.629367,1.296703,"measurement","aqengland"
"323",74050,"no11","Norwich Castle Meadow","pm10",2006-05-10,NA,NA,52.629367,1.296703,"measurement","aqengland"
"324",74045,"no11","Norwich Castle Meadow","co",2006-05-10,2011-04-26,NA,52.629367,1.296703,"measurement","aqengland"
"326",72482,"oldh","Oldham West End House","pm10",1998-12-04,2011-07-06,NA,53.545943,-2.122694,"measurement","aqengland"
"327",72479,"oldh","Oldham West End House","no2",1998-12-04,2011-07-06,NA,53.545943,-2.122694,"measurement","aqengland"
"328",72481,"oldh","Oldham West End House","o3",1998-12-04,2011-07-06,NA,53.545943,-2.122694,"measurement","aqengland"
"330",72477,"oldh","Oldham West End House","co",1998-12-04,2011-07-06,NA,53.545943,-2.122694,"measurement","aqengland"
"332",71119,"ox6","Oxford High St","pm10",2003-06-23,NA,"roadside",51.752527,-1.250939,"measurement","aqengland"
"333",71117,"ox6","Oxford High St","no2",2003-06-23,NA,"roadside",51.752527,-1.250939,"measurement","aqengland"
"334",71125,"ox3","Oxford St Ebbes (Cal Club)","o3",1997-07-01,NA,"urban_background",51.744856,-1.260338,"measurement","aqengland"
"335",74483,"rea2","Reading Caversham Road","no2",2006-11-22,NA,NA,51.464355,-0.977094,"measurement","aqengland"
"336",74866,"rea2","Reading Caversham Road","pm10",2006-11-22,NA,NA,51.464355,-0.977094,"measurement","aqengland"
"338",74867,"rea3","Reading Kings Road","pm10",2007-09-27,2016-02-05,NA,51.453116,-0.949926,"measurement","aqengland"
"339",74486,"rea3","Reading Kings Road","no2",2007-09-27,2016-02-05,NA,51.453116,-0.949926,"measurement","aqengland"
"341",74868,"rea4","Reading Oxford Road","pm10",2007-12-05,NA,NA,51.461957,-1.012459,"measurement","aqengland"
"343",74861,"rea4","Reading Oxford Road","no2",2007-12-05,NA,NA,51.461957,-1.012459,"measurement","aqengland"
"344",74808,"red3","Redcar Dormanstown","no2",2013-01-01,NA,"urban_industrial",54.60317,-1.09784,"measurement","aqengland"
"345",74813,"red3","Redcar Dormanstown","o3",2013-01-01,NA,"urban_industrial",54.60317,-1.09784,"measurement","aqengland"
