"","site_network_id","site","site_name","variable","date_started","date_ended","site_type","latitude","longitude","data_table","database_name"
"37",969,"bel8","Belfast Westlink","no2",2002-04-04,2006-03-01,NA,54.59985,-5.928833,"measurement","niarc"
"38",1080,"be2","Belfast Westlink Roden Street","no2",2010-03-03,NA,"roadside",54.591753,-5.949517,"measurement","niarc"
"40",1079,"be2","Belfast Westlink Roden Street","pm10",2010-03-03,2014-06-17,"roadside",54.591753,-5.949517,"measurement","niarc"
"41",836,"crk1","Carrickfergus Rosebrook Avenue","pm10",2002-07-01,2010-04-12,NA,54.720277,-5.810608,"measurement","niarc"
"42",1010,"cas3","Castlereagh Dundonald","no2",2007-02-01,NA,"roadside",54.594577,-5.803313,"measurement","niarc"
"44",1008,"cas3","Castlereagh Dundonald","pm10",2007-02-01,2012-10-18,"roadside",54.594577,-5.803313,"measurement","niarc"
"45",822,"cas1","Castlereagh Espie Way","pm10",2002-04-01,2006-12-14,"urban_background",54.577526,-5.876727,"measurement","niarc"
"47",828,"cas2","Castlereagh Lough View Drive","pm10",2002-04-01,2011-07-31,"roadside",54.566466,-5.901972,"measurement","niarc"
"48",826,"cas2","Castlereagh Lough View Drive","no2",2002-04-01,2011-07-31,"roadside",54.566466,-5.901972,"measurement","niarc"
"51",829,"cook","Cookstown","pm10",2004-01-01,2011-07-31,NA,54.63927,-6.751098,"measurement","niarc"
"52",1048,"crai","Craigavon","pm10",2000-01-01,2000-12-31,NA,54.469803,-6.336554,"measurement","niarc"
"54",834,"cra2","Craigavon Castle Lane","no2",2002-04-01,2006-10-31,NA,54.462567,-6.332178,"measurement","niarc"
"55",831,"cra1","Craigavon Lord Lurgan Park","pm10",2002-04-01,2006-10-31,NA,54.44449,-6.394042,"measurement","niarc"
"56",1001,"der7","Derry Ballyartan Road","pm10",2006-07-13,2007-02-06,"urban_industrial",54.9923,-7.325134,"measurement","niarc"
"57",839,"der3","Derry Brandywell","pm10",2002-04-01,2011-02-28,NA,54.992336,-7.332127,"measurement","niarc"
"59",761,"dery","Derry Brooke Park","o3",1997-04-29,2016-02-29,"urban_background",55.001225,-7.329115,"measurement","niarc"
"60",765,"dery","Derry Brooke Park","pm10",1997-04-29,2008-02-21,"urban_background",55.001225,-7.329115,"measurement","niarc"
"61",758,"dery","Derry Brooke Park","co",1997-04-29,2007-09-30,"urban_background",55.001225,-7.329115,"measurement","niarc"
"62",1038,"dery","Derry Brooke Park","pm25",2008-02-20,2016-02-29,"urban_background",55.001225,-7.329115,"measurement","niarc"
"63",760,"dery","Derry Brooke Park","no2",1997-04-29,2016-02-29,"urban_background",55.001225,-7.329115,"measurement","niarc"
"64",843,"der5","Derry Claudy","pm10",2005-11-07,2006-05-23,NA,55.001225,-7.329115,"measurement","niarc"
"65",1040,"der8","Derry Culmore Point Road","pm10",2007-12-12,2008-12-15,"roadside",55.001225,-7.329315,"measurement","niarc"
"69",841,"der4","Derry Dale's Corner","no2",2003-11-07,NA,NA,54.99642,-7.310163,"measurement","niarc"
"72",1097,"der9","Derry Marlborough Street","no2",2011-11-08,2015-05-31,"roadside",54.999994,-7.330226,"measurement","niarc"
"74",1184,"derr","Derry Rosemount","o3",2016-03-21,NA,"urban_background",55.002851,-7.331128,"measurement","niarc"
"75",1181,"derr","Derry Rosemount","co",2016-03-21,NA,"urban_background",55.002851,-7.331128,"measurement","niarc"
"76",1186,"derr","Derry Rosemount","pm25",2016-03-21,NA,"urban_background",55.002851,-7.331128,"measurement","niarc"
"77",1183,"derr","Derry Rosemount","no2",2016-03-21,NA,"urban_background",55.002851,-7.331128,"measurement","niarc"
"79",1089,"dpk1","Downpatrick Roadside","no2",2010-07-01,NA,"roadside",54.328443,-5.715743,"measurement","niarc"
"81",882,"dun","Dungannon","pm10",1998-01-01,1998-12-31,NA,54.513719,-6.761873,"measurement","niarc"
"82",844,"dung","Dungannon Lambfields","pm10",2005-01-01,2009-01-20,NA,54.513732,-6.761833,"measurement","niarc"
"83",883,"kilr","Kilroot","pm10",2001-06-01,2002-07-15,NA,NA,NA,"measurement","niarc"
"84",974,"lar2","Larne Craigyhill","pm10",2006-01-26,2010-04-12,NA,54.857438,-5.838513,"measurement","niarc"
"85",934,"larn","Larne Harbour","pm10",2003-03-01,2005-12-03,NA,54.84132,-5.801354,"measurement","niarc"
"87",884,"lvdy","Limavady Coolessan","pm10",2003-03-01,2005-12-03,NA,55.038196,-6.941465,"measurement","niarc"
"89",1092,"lvd2","Limavady Dungiven","no2",2010-08-05,NA,NA,54.9284,-6.926879,"measurement","niarc"
"90",1027,"lis3","Lisburn Dunmurry High School","pm25",2007-12-01,2012-06-27,NA,54.537934,-6.014019,"measurement","niarc"
"91",853,"lis3","Lisburn Dunmurry High School","pm10",2003-10-31,2007-12-18,NA,54.537934,-6.014019,"measurement","niarc"
"92",1100,"lis5","Lisburn Dunmurry Seymour Hill","pm25",2012-07-06,2015-06-16,NA,54.543516,-6.008608,"measurement","niarc"
"93",1178,"lis5","Lisburn Dunmurry Seymour Hill","pm10",2014-09-01,NA,NA,54.543516,-6.008608,"measurement","niarc"
"94",848,"lis1","Lisburn Island Civic Centre","pm10",2003-03-01,2011-04-30,NA,54.511894,-6.035822,"measurement","niarc"
"95",851,"lis2","Lisburn Lagan Valley Hospital","no2",2003-03-01,2013-07-24,NA,54.505907,-6.047348,"measurement","niarc"
"96",982,"lis2","Lisburn Lagan Valley Hospital","pm10",2003-03-01,2010-04-08,NA,54.505907,-6.047348,"measurement","niarc"
"98",810,"ln","Lough Navar","o3",1987-04-02,NA,"remote",54.43951,-7.900328,"measurement","niarc"
"99",811,"ln","Lough Navar","pm10",1996-10-02,2009-05-15,"remote",54.43951,-7.900328,"measurement","niarc"
"100",886,"newr","Newry","pm10",1998-07-01,2000-12-31,NA,NA,NA,"measurement","niarc"
"102",996,"nwy4","Newry Bridge Street","pm10",2006-04-27,2009-05-18,"roadside",54.16965,-6.339959,"measurement","niarc"
"103",993,"nwy4","Newry Bridge Street","no2",2006-05-01,2009-05-18,"roadside",54.16965,-6.339959,"measurement","niarc"
"105",1065,"nwy5","Newry Canal Street","pm10",2009-06-01,NA,"roadside",54.180381,-6.33924,"measurement","niarc"
"106",1062,"nwy5","Newry Canal Street","no2",2009-06-01,2014-12-22,"roadside",54.180381,-6.33924,"measurement","niarc"
"107",887,"nwy3","Newry Kilkeel","pm10",2004-04-22,2006-02-28,NA,54.065032,-6.010614,"measurement","niarc"
"108",874,"nwy2","Newry Monaghan Row","pm10",2001-04-01,2008-03-06,NA,54.178861,-6.348254,"measurement","niarc"
"110",872,"nwy2","Newry Monaghan Row","no2",2001-04-01,2006-03-10,NA,54.178861,-6.348254,"measurement","niarc"
"112",867,"nwy1","Newry Trevor Hill","pm10",2001-05-01,2008-03-27,NA,54.177949,-6.336016,"measurement","niarc"
"113",869,"nwy1","Newry Trevor Hill","no2",2001-05-01,2014-04-30,NA,54.177949,-6.336016,"measurement","niarc"
"114",1025,"nwt5","Newtownabbey Antrim Road","no2",2008-01-28,NA,NA,54.666013,-5.950219,"measurement","niarc"
"116",864,"nwt3","Newtownabbey Ballyclare","pm10",2005-02-23,2007-09-25,NA,54.68435,-5.968351,"measurement","niarc"
"117",1022,"nwt4","Newtownabbey Ballyclare Main St","no2",2007-12-20,2012-04-02,NA,54.75155,-5.999965,"measurement","niarc"
"120",862,"nwt2","Newtownabbey Sandyknowes","no2",2003-04-01,2012-04-02,NA,54.678291,-5.976958,"measurement","niarc"
"121",980,"nwt1","Newtownabbey Shore Road","no2",2003-04-01,2007-09-18,NA,54.653725,-5.913772,"measurement","niarc"
"123",854,"nd1","North Down Bangor","pm10",2003-02-25,2011-01-05,NA,54.655163,-5.678749,"measurement","niarc"
"124",857,"nd2","North Down Holywood A2","no2",2003-03-01,NA,NA,54.641963,-5.837939,"measurement","niarc"
"125",984,"nd2","North Down Holywood A2","pm10",2003-03-01,NA,NA,54.641963,-5.837939,"measurement","niarc"
"127",888,"om","Omagh Tamlaght","pm10",2003-09-26,2004-04-10,NA,54.596274,-7.347907,"measurement","niarc"
"128",944,"sban","Strabane Springhill Park","pm10",2002-04-26,NA,NA,54.821427,-7.453291,"measurement","niarc"
